,A3A,A3C,A3G,A3T,C3A,C3C,C3G,G3A,G3C,T3A,A4A,A4C,A4G,A4T,C4A,C4C,C4G,G4A,G4C,T4A,A5A,A5C,A5G,A5T,C5A,C5C,C5G,G5A,G5C,T5A,A6A,A6C,A6G,A6T,C6A,C6C,C6G,G6A,G6C,T6A,A7A,A7C,A7G,A7T,C7A,C7C,C7G,G7A,G7C,T7A,A8A,A8C,A8G,A8T,C8A,C8C,C8G,G8A,G8C,T8A,A0A,A0C,A0G,A0T,C0A,C0C,C0G,G0A,G0C,T0A,A1A,A1C,A1G,A1T,C1A,C1C,C1G,G1A,G1C,T1A,A2A,A2C,A2G,A2T,C2A,C2C,C2G,G2A,G2C,T2A,A3A,A3C,A3G,A3T,C3A,C3C,C3G,G3A,G3C,T3A,A4A,A4C,A4G,A4T,C4A,C4C,C4G,G4A,G4C,T4A
hsa:155,0.04497138,0.114472605,0.10302535,0.020441538,0.10547833,0.21668029,0.1357318,0.1210139,0.12264922,0.015535568,0.05400982,0.10556465,0.10801964,0.018003274,0.103927985,0.23567921,0.12438625,0.09247136,0.13175122,0.02618658,0.060606062,0.09254709,0.102375105,0.023751024,0.09090909,0.25143325,0.12612613,0.11302211,0.12039312,0.018837018,0.040983606,0.109836064,0.11311475,0.019672131,0.10655738,0.2532787,0.11229508,0.119672135,0.10737705,0.017213115,0.051681705,0.114848234,0.104183756,0.01640689,0.094339624,0.23872027,0.13043478,0.09269893,0.12551272,0.031173093,0.060755335,0.093596056,0.10180624,0.023809524,0.08538588,0.2676519,0.12151067,0.09770115,0.11904762,0.028735632,0.25693312,0.48123983,0.644372,0.06933116,0.6688417,1.1663948,0.5016313,0.47716153,0.6769984,0.05709625,0.2489796,0.5428571,0.5510204,0.08571428,0.5632653,1.1142857,0.62857145,0.53469384,0.64489794,0.08571428,0.34313726,0.42075163,0.53104573,0.11029412,0.49019608,1.3194444,0.5718954,0.53513074,0.60457516,0.073529415,0.2248569,0.572363,0.5151267,0.10220769,0.5273917,1.0834014,0.678659,0.6050695,0.6132461,0.07767784,0.2700491,0.5278232,0.5400982,0.090016365,0.5196399,1.178396,0.62193125,0.4623568,0.65875614,0.1309329
hsa:1816,0.07272727,0.12237762,0.12167832,0.036363635,0.12097902,0.17902099,0.09440559,0.13986014,0.08461539,0.027972028,0.069979005,0.12736179,0.1406578,0.025192441,0.12386284,0.17004898,0.088173546,0.11056683,0.10146956,0.042687193,0.09663866,0.10084034,0.09313726,0.04901961,0.0987395,0.21638656,0.10084034,0.10784314,0.09313726,0.043417368,0.06657323,0.13594954,0.10511563,0.04064471,0.1296426,0.17168885,0.10161177,0.13384724,0.08479327,0.030133147,0.075035065,0.12342216,0.12762973,0.031556804,0.13253857,0.1802244,0.08485273,0.10518934,0.100981764,0.038569424,0.105964914,0.099649124,0.10245614,0.040701754,0.09894737,0.22035088,0.09403509,0.09754386,0.0968421,0.04350877,0.35240754,0.52686673,0.67341244,0.19888347,0.78855544,0.9246337,0.33147243,0.66294485,0.4675506,0.073272854,0.35963687,0.6459497,0.7087989,0.11522346,0.551676,0.8135475,0.4888268,0.64245814,0.47486034,0.19902235,0.46471,0.4926625,0.5345912,0.2271139,0.5031446,1.1180992,0.4472397,0.5415793,0.45073375,0.22012578,0.36363634,0.6118881,0.60839164,0.18181817,0.6048951,0.89510494,0.47202796,0.6993007,0.42307693,0.13986014,0.34989503,0.63680893,0.703289,0.12596221,0.6193142,0.8502449,0.44086772,0.55283415,0.5073478,0.21343596
hsa:3356,0.16501416,0.13031161,0.11614731,0.06444759,0.13526912,0.09915014,0.054532576,0.13385269,0.048158642,0.053116146,0.15166548,0.12969525,0.1275691,0.065910704,0.123316795,0.10985117,0.049610205,0.10559887,0.057406094,0.07937633,0.15886524,0.12340426,0.11347517,0.07234043,0.13262412,0.107801415,0.05319149,0.12340426,0.05248227,0.06241135,0.14194465,0.1312988,0.10290986,0.082327895,0.12349184,0.10503904,0.064584814,0.12420156,0.049680624,0.07452094,0.1356534,0.12642045,0.125,0.07670455,0.14275569,0.109375,0.04190341,0.11008523,0.056818184,0.07528409,0.15778251,0.11869226,0.12437811,0.06965174,0.10518835,0.11513859,0.05828003,0.12082445,0.052594174,0.077469796,0.770318,0.5583039,0.7349824,0.3180212,0.8056537,0.51943463,0.12014134,0.6784452,0.2720848,0.22261484,0.7673267,0.6046676,0.68246114,0.3217822,0.59052336,0.43493634,0.2970297,0.66478074,0.2970297,0.33946252,0.8457183,0.56970984,0.6900212,0.2972399,0.52016985,0.6086341,0.24062279,0.64048123,0.24062279,0.34677988,0.8250708,0.65155804,0.5807365,0.32223794,0.6763456,0.49575073,0.27266288,0.6692635,0.24079321,0.26558074,0.75832736,0.64847624,0.63784546,0.3295535,0.61658394,0.54925585,0.24805102,0.52799433,0.28703046,0.39688167
hsa:3360,0.13241616,0.1272571,0.12811694,0.055030096,0.13327602,0.11521926,0.062768705,0.13843508,0.06104901,0.046431642,0.1342513,0.12134251,0.12392427,0.05938038,0.11445783,0.1342513,0.06454389,0.1273666,0.060240965,0.060240965,0.14298019,0.10852713,0.1205857,0.06287683,0.12747632,0.14039621,0.056847546,0.12144703,0.06632213,0.052540913,0.12241379,0.12931034,0.118965514,0.0637931,0.12672414,0.12327586,0.06637931,0.125,0.06293103,0.061206896,0.12683348,0.13201036,0.12683348,0.05608283,0.12424504,0.12683348,0.06212252,0.11216566,0.06643658,0.06643658,0.14421417,0.11658031,0.111398965,0.06303972,0.11830743,0.14680484,0.06303972,0.110535406,0.06476684,0.06131261,0.5831904,0.52315605,0.7246998,0.3301887,0.87478554,0.67324185,0.12006861,0.66895366,0.32161236,0.18010291,0.6866953,0.6695279,0.66523606,0.23175967,0.583691,0.5793991,0.34334764,0.6437768,0.30901286,0.28755364,0.78608245,0.5584192,0.6271478,0.25773194,0.5756014,0.7603092,0.2749141,0.5927835,0.30068728,0.26632303,0.66208076,0.6362855,0.6405847,0.27515048,0.66638005,0.5760963,0.31384352,0.6921754,0.30524504,0.23215821,0.6712565,0.6067126,0.61962134,0.29690188,0.57228917,0.6712565,0.32271945,0.636833,0.30120483,0.30120483
hsa:152,0.039711192,0.10180505,0.11191336,0.018050542,0.10685921,0.24765342,0.12202166,0.12274368,0.11913358,0.010108303,0.041907515,0.10187861,0.11921965,0.01300578,0.11127168,0.24927746,0.115606934,0.098988436,0.1300578,0.018786127,0.06724512,0.07736804,0.079537235,0.03253796,0.07592191,0.29284164,0.13087492,0.0889371,0.12581345,0.028922632,0.042691752,0.10130246,0.10419682,0.020260492,0.09334298,0.25253257,0.13024601,0.11939219,0.11866859,0.017366135,0.04417089,0.106444605,0.103548154,0.01737871,0.11875453,0.25416365,0.1173063,0.09703114,0.12599565,0.015206372,0.07463768,0.07826087,0.083333336,0.026086956,0.07753623,0.3043478,0.123188406,0.08478261,0.12101449,0.026811594,0.21253602,0.46469742,0.57636887,0.09726225,0.6051873,1.0806917,0.64481264,0.5079251,0.74927956,0.061239194,0.23071377,0.5371305,0.5479452,0.06488825,0.50468636,1.2256669,0.6380678,0.50468636,0.6416727,0.10454218,0.37157285,0.3751804,0.46897545,0.115440115,0.36435786,1.4574314,0.6313131,0.45093793,0.63492066,0.12987013,0.19855596,0.5090253,0.5595668,0.09025271,0.53429604,1.2382672,0.6101083,0.6137184,0.5956679,0.050541516,0.20953758,0.5093931,0.59609824,0.0650289,0.5563584,1.2463872,0.57803464,0.4949422,0.650289,0.09393063
hsa:1815,0.02866242,0.10111465,0.0883758,0.020700637,0.09792994,0.26194268,0.14570063,0.11226115,0.13296178,0.010350319,0.027091634,0.10278884,0.113944225,0.007968128,0.11314741,0.2733068,0.119521916,0.08446215,0.14023905,0.01752988,0.048644338,0.079744816,0.09011164,0.020733653,0.08054227,0.30382776,0.1323764,0.08692185,0.13556619,0.021531101,0.035913806,0.10055866,0.090183556,0.016759777,0.09497207,0.2745411,0.1396648,0.11173184,0.12769353,0.007980846,0.026357828,0.09744409,0.119009584,0.008785943,0.104632586,0.28434506,0.11581469,0.09185304,0.1341853,0.017571885,0.060751397,0.07194245,0.094324544,0.016786572,0.073541164,0.32294166,0.12470024,0.08153477,0.13269384,0.020783374,0.119142175,0.48848295,0.56393963,0.06354249,0.6671962,1.2470214,0.6115965,0.44082606,0.76250994,0.035742655,0.15500796,0.48489666,0.54451513,0.05564388,0.4054054,1.363275,0.69554853,0.5564388,0.64785373,0.09141494,0.30230707,0.37788385,0.40970564,0.10342084,0.42561653,1.6348448,0.61654735,0.3540175,0.6682578,0.10739856,0.1433121,0.5055733,0.441879,0.10350318,0.4896497,1.3097134,0.72850317,0.56130576,0.66480887,0.05175159,0.13545817,0.5139442,0.5697211,0.03984064,0.565737,1.366534,0.5976096,0.42231077,0.70119524,0.087649405
hsa:3350,0.07826087,0.11383399,0.13201581,0.03952569,0.11699605,0.15810277,0.09486166,0.15731226,0.08379447,0.025296442,0.07515823,0.12341772,0.14240506,0.03085443,0.11867089,0.18591772,0.07515823,0.11708861,0.085443035,0.045886077,0.100554235,0.101346,0.111638956,0.044338875,0.095011875,0.20031671,0.095011875,0.11243072,0.09184481,0.047505938,0.08557845,0.12282092,0.118066564,0.038034864,0.12202853,0.1703645,0.09270998,0.14025356,0.082408875,0.027733756,0.09040444,0.114195086,0.124504365,0.036478985,0.13243458,0.17605075,0.08168121,0.1221253,0.0927835,0.029341793,0.10952381,0.09761905,0.11746032,0.03888889,0.0984127,0.1920635,0.093650796,0.12777779,0.09047619,0.034126986,0.39037853,0.47712934,0.6900631,0.22870661,0.8044164,0.8280757,0.33123028,0.6072555,0.5362776,0.106466874,0.41436464,0.6432518,0.6471981,0.15390687,0.59194946,0.9589582,0.394633,0.59194946,0.394633,0.2091555,0.54897314,0.40679306,0.6319115,0.21327016,0.50157976,1.0229068,0.41469193,0.5608215,0.49763036,0.20142181,0.39130434,0.56917,0.66007906,0.19762845,0.58498025,0.7905138,0.47430828,0.7865613,0.41897234,0.12648222,0.37579116,0.6170886,0.7120253,0.15427215,0.59335446,0.9295886,0.37579116,0.585443,0.42721516,0.22943038
hsa:3351,0.09837468,0.13515826,0.12403764,0.038494438,0.121471345,0.14542344,0.08725406,0.14200172,0.07185629,0.035928145,0.08989726,0.12414384,0.1489726,0.035958905,0.125,0.1464041,0.07277397,0.10188356,0.09674658,0.05821918,0.10625535,0.10796915,0.110539846,0.054841474,0.110539846,0.19194517,0.07626393,0.110539846,0.077977724,0.053127676,0.10291595,0.13293311,0.11063465,0.043739278,0.10891938,0.17581475,0.08490566,0.14493996,0.056603774,0.038593482,0.09356223,0.121888414,0.13648069,0.04120172,0.1253219,0.16566524,0.06866953,0.1253219,0.07725322,0.04463519,0.122852236,0.10824742,0.111683846,0.045532648,0.10738832,0.18814433,0.0790378,0.12371134,0.07388316,0.0395189,0.43515357,0.584471,0.6911263,0.23037544,0.7337884,0.86604095,0.26877132,0.6527304,0.36262798,0.17491467,0.49530315,0.65328777,0.61912894,0.20068318,0.60631937,0.8027327,0.40136635,0.6020495,0.38428694,0.23484202,0.53418803,0.55128205,0.60683763,0.23931624,0.525641,0.90170944,0.3974359,0.5811966,0.3974359,0.26495728,0.49187338,0.67579126,0.6201882,0.19247219,0.6073567,0.7271172,0.4362703,0.7100086,0.35928145,0.17964073,0.44948632,0.6207192,0.74486303,0.17979452,0.625,0.7320205,0.36386985,0.5094178,0.48373288,0.2910959
hsa:3352,0.092920355,0.13539822,0.11415929,0.048672568,0.13628319,0.15840708,0.07522124,0.13185841,0.06725664,0.03982301,0.096545614,0.13286094,0.13286094,0.03897254,0.12843224,0.15057573,0.073516384,0.10628875,0.085031,0.054915857,0.09840426,0.120567374,0.11170213,0.05496454,0.1214539,0.16134752,0.082446806,0.101950355,0.087765954,0.059397165,0.09849157,0.12333629,0.1162378,0.051464062,0.12688553,0.16681455,0.07453416,0.12866016,0.0700976,0.04347826,0.08525755,0.120781526,0.15008882,0.042628776,0.11811723,0.1589698,0.06571936,0.12611012,0.07637656,0.055950265,0.12177778,0.093333334,0.13777778,0.044444446,0.10311111,0.176,0.07111111,0.12888889,0.08,0.043555554,0.44571933,0.4589585,0.76345986,0.2691968,0.81200355,0.913504,0.1544572,0.72374225,0.34863198,0.110326566,0.53886926,0.60954064,0.65371025,0.19876325,0.56537104,0.75088334,0.41519433,0.6492933,0.39310956,0.22526503,0.54376656,0.57029176,0.6100796,0.2387268,0.4995579,0.8753315,0.4067197,0.6366048,0.35809016,0.26083112,0.46460178,0.6769911,0.5707965,0.24336284,0.6814159,0.7920354,0.3761062,0.65929204,0.33628318,0.19911505,0.48272806,0.66430473,0.66430473,0.19486271,0.64216125,0.75287867,0.3675819,0.5314438,0.425155,0.2745793
hsa:3354,0.12065814,0.12614259,0.11151737,0.06672761,0.12340037,0.12431444,0.07495429,0.1416819,0.058500916,0.052102376,0.10978957,0.1546203,0.1399817,0.043915827,0.126258,0.1326624,0.054894786,0.10704483,0.057639524,0.07319304,0.13095239,0.11996337,0.114468865,0.06318682,0.10164835,0.15934066,0.06684982,0.11813187,0.055860806,0.06959707,0.12373969,0.13565536,0.11182401,0.06049496,0.14482127,0.12832265,0.06232814,0.13565536,0.054995418,0.042163152,0.11651376,0.1293578,0.1293578,0.057798166,0.12568808,0.13577981,0.059633028,0.11100917,0.06697248,0.06788991,0.15886134,0.09917355,0.12672177,0.053259872,0.11294766,0.13039486,0.0697888,0.12947658,0.075298436,0.044077136,0.5423883,0.55150414,0.73837745,0.31449407,0.84320873,0.68824065,0.13673656,0.68824065,0.30537832,0.19143118,0.625,0.67062044,0.67518246,0.24178833,0.56113136,0.625,0.34215328,0.5976277,0.3239051,0.33759123,0.70776254,0.55707765,0.5981735,0.29680365,0.53424656,0.7625571,0.32420093,0.56621003,0.32876712,0.32420093,0.6032907,0.630713,0.55758685,0.33363804,0.61700183,0.6215722,0.37477148,0.7084095,0.29250458,0.26051188,0.5489479,0.7731015,0.6999085,0.21957913,0.63129,0.663312,0.27447394,0.53522414,0.28819764,0.36596522
hsa:3355,0.18322699,0.1349134,0.10756609,0.08295351,0.12762079,0.0875114,0.04284412,0.10665451,0.04010939,0.08659982,0.17883211,0.10675182,0.11678832,0.09489051,0.12317518,0.08120438,0.04379562,0.11861314,0.05109489,0.084854014,0.16529681,0.11415525,0.12054794,0.09589041,0.1086758,0.10502283,0.037442923,0.12420091,0.03287671,0.09589041,0.18738574,0.11608775,0.122486286,0.08226691,0.12797076,0.08775137,0.035648994,0.119744055,0.04296161,0.077696525,0.1747484,0.12808783,0.13174748,0.07776761,0.12259835,0.084172,0.03568161,0.11436413,0.04117109,0.08966148,0.1923077,0.103479855,0.14102565,0.07692308,0.114468865,0.07692308,0.03846154,0.1419414,0.043040294,0.071428575,0.91818184,0.47272727,0.67727274,0.44545454,0.8636364,0.4227273,0.04090909,0.6727273,0.23636363,0.25,0.95086443,0.5823476,0.5823476,0.41856232,0.6187443,0.40946317,0.21838036,0.64149225,0.20473158,0.37306643,0.90619314,0.56466305,0.6193078,0.43260473,0.5464481,0.45081967,0.21402551,0.65573764,0.18670309,0.42349726,0.91613495,0.674567,0.5378305,0.41476756,0.63810396,0.43755698,0.2142206,0.53327256,0.20054695,0.4329991,0.89416057,0.5337591,0.5839416,0.47445256,0.6158759,0.4060219,0.21897809,0.5930657,0.25547445,0.42427006
hsa:3357,0.17753121,0.12690708,0.12343967,0.07212205,0.1262136,0.08599168,0.045769766,0.12898752,0.04299584,0.07004161,0.1630812,0.13393477,0.12699515,0.07425399,0.1165857,0.09229702,0.045801528,0.11936156,0.04094379,0.086745314,0.16875,0.12638889,0.11597222,0.08055556,0.12986112,0.093055554,0.044444446,0.11180556,0.047916666,0.08125,0.16956219,0.120917305,0.108408615,0.08686588,0.13203613,0.09034052,0.048644893,0.12508686,0.04517026,0.072967336,0.15299027,0.1279555,0.12656467,0.082058415,0.13143255,0.089707926,0.040333796,0.11891516,0.04520167,0.08484006,0.17258176,0.109255396,0.15379262,0.06819763,0.11412665,0.08559499,0.03757829,0.13152401,0.050104383,0.07724426,0.899654,0.550173,0.67474043,0.37024224,0.80968857,0.5017301,0.076124564,0.65397924,0.21453288,0.24913496,0.86911356,0.5782548,0.6094183,0.40166205,0.6128809,0.4466759,0.23545706,0.66135734,0.22506924,0.36011082,0.8489258,0.6029106,0.7103257,0.34996536,0.57172555,0.45391545,0.2009702,0.6930007,0.19404021,0.37422037,0.8876561,0.63453543,0.61719835,0.36061025,0.631068,0.4299584,0.22884883,0.64493763,0.2149792,0.35020804,0.81540596,0.6696738,0.63497573,0.37126994,0.58292854,0.4614851,0.22900763,0.5968078,0.20471895,0.43372658
hsa:3358,0.1653314,0.13109978,0.110706486,0.07210488,0.12891479,0.09686817,0.056081574,0.13037145,0.04515659,0.06336489,0.13338192,0.13483965,0.12682216,0.07798834,0.12827988,0.10058309,0.046647232,0.111516036,0.05102041,0.088921286,0.18088986,0.11378556,0.11086798,0.07293946,0.118161924,0.10284464,0.05835157,0.118161924,0.05689278,0.0671043,0.15547445,0.11824817,0.12335766,0.07737226,0.13284671,0.096350364,0.048175182,0.12335766,0.055474453,0.06934307,0.15120526,0.13513513,0.13440467,0.06574142,0.120525934,0.09349891,0.050401755,0.13075237,0.04455807,0.073776476,0.18055555,0.12061404,0.13377193,0.058479533,0.1125731,0.10233918,0.050438598,0.12865497,0.048245613,0.064327486,0.81758726,0.5414244,0.6177325,0.38880813,0.7630814,0.53052324,0.16715117,0.62863374,0.27252907,0.27252907,0.77090913,0.59999996,0.6472727,0.36727273,0.6472727,0.4290909,0.2618182,0.69818187,0.2581818,0.32000002,0.88064045,0.56404656,0.66957784,0.32023287,0.6040757,0.4985444,0.23653567,0.6732169,0.2547307,0.29839882,0.82665694,0.65549886,0.5535324,0.3605244,0.6445739,0.48434085,0.28040788,0.65185726,0.22578296,0.31682447,0.6669096,0.67419827,0.6341108,0.3899417,0.6413994,0.50291544,0.23323616,0.5575802,0.25510204,0.44460642
hsa:3361,0.07102804,0.124299064,0.12523365,0.036448598,0.11682243,0.18224299,0.09065421,0.13271028,0.08411215,0.036448598,0.07390084,0.1272217,0.1375117,0.027128156,0.13376988,0.17960711,0.07764266,0.11038353,0.09541628,0.03741815,0.099250935,0.10580524,0.10674157,0.040262174,0.10580524,0.2059925,0.09363296,0.1076779,0.09456929,0.040262174,0.07591378,0.11433927,0.11621369,0.04217432,0.11715089,0.18181819,0.09559513,0.14807872,0.082474224,0.0262418,0.06566604,0.12757973,0.13414635,0.030956848,0.1228893,0.1716698,0.0891182,0.12476548,0.09287054,0.04033771,0.09953052,0.08826291,0.10985915,0.046009388,0.09295775,0.23849766,0.08262911,0.11643192,0.083568074,0.04225352,0.38210624,0.54520035,0.7409133,0.14911464,0.7362535,0.8853681,0.33550793,0.6337372,0.48462257,0.10717615,0.44309703,0.6483209,0.6856343,0.09328358,0.57369405,0.90951496,0.43376866,0.6623134,0.4057836,0.14458956,0.4948646,0.480859,0.5602241,0.21475257,0.49019608,1.0784314,0.4528478,0.5882353,0.44351074,0.19607843,0.3551402,0.6214953,0.62616825,0.18224299,0.58411217,0.91121495,0.45327103,0.6635514,0.42056078,0.18224299,0.3695042,0.6361085,0.68755853,0.13564079,0.6688494,0.8980355,0.38821328,0.5519177,0.4770814,0.18709075
hsa:3362,0.048521608,0.111448064,0.10462472,0.026535254,0.11751327,0.22896133,0.115238816,0.11220621,0.115238816,0.019711902,0.050075874,0.114567526,0.1259484,0.012898331,0.10622155,0.23444612,0.107739,0.103945374,0.115326256,0.028831564,0.07213364,0.08959757,0.09491268,0.029612755,0.08504176,0.26119968,0.12072893,0.113895215,0.10933941,0.023538345,0.056231003,0.10182371,0.11398176,0.022036474,0.11398176,0.24848025,0.103343464,0.11170213,0.11018237,0.018237082,0.043346006,0.1285171,0.11254753,0.015969582,0.11178707,0.2243346,0.11711027,0.10722434,0.111026615,0.028136883,0.07762557,0.10045662,0.09056316,0.023592085,0.08980213,0.27473363,0.11415525,0.08828006,0.10958904,0.031202435,0.18910742,0.4160363,0.72617245,0.12859304,0.8055976,1.1081694,0.3857791,0.48033282,0.7034796,0.056732222,0.21574564,0.5639667,0.6396669,0.08327025,0.49583647,0.97653294,0.65102196,0.5677517,0.65102196,0.15518546,0.37121212,0.49242425,0.4280303,0.14772727,0.45454547,1.310606,0.6098485,0.48863637,0.56060606,0.13636364,0.24260804,0.5572403,0.5231236,0.13267627,0.5875664,1.1448066,0.57619405,0.56103104,0.57619405,0.09855951,0.25037938,0.57283765,0.629742,0.06449165,0.5311077,1.1722306,0.538695,0.5197269,0.5766313,0.14415783
hsa:3363,0.10027855,0.11350975,0.11142062,0.058495823,0.13788301,0.1643454,0.0724234,0.12743732,0.07660167,0.03760446,0.094076656,0.13101046,0.12682927,0.044599302,0.12961672,0.15052265,0.075958185,0.11010453,0.08362369,0.053658538,0.11506276,0.10390516,0.11645746,0.052998606,0.09623431,0.17712691,0.08437936,0.12133891,0.07810321,0.054393306,0.09769714,0.117934406,0.11584089,0.0551291,0.13049546,0.16120028,0.07536636,0.13747384,0.071179345,0.03768318,0.098463684,0.125,0.13268156,0.042597767,0.12011173,0.1424581,0.08170391,0.12011173,0.085893854,0.050977655,0.11949685,0.10552061,0.12299091,0.046820406,0.09364081,0.17260657,0.08455625,0.12438854,0.07826695,0.05171209,0.46560112,0.5003475,0.72272414,0.26059765,0.7991661,0.78179294,0.24322447,0.69492704,0.40653232,0.12508687,0.55632824,0.62239224,0.6815021,0.17385258,0.50417244,0.7301808,0.43810847,0.6154381,0.4102921,0.26773298,0.5741127,0.51148224,0.61586636,0.25400138,0.4906054,0.91162145,0.3862213,0.63674325,0.36534446,0.25400138,0.5013927,0.56754875,0.5571031,0.29247913,0.68941504,0.821727,0.362117,0.63718665,0.38300836,0.18802229,0.4703833,0.6550523,0.63414633,0.2229965,0.6480836,0.75261325,0.37979093,0.5505227,0.41811848,0.2682927
hsa:3274,0.10504202,0.13361345,0.11932773,0.044537816,0.1277311,0.14537816,0.079831935,0.13613446,0.06890757,0.0394958,0.11606392,0.12952061,0.12111018,0.04037006,0.12952061,0.16232128,0.06980656,0.11606392,0.072329685,0.042893186,0.11784512,0.10185185,0.11700337,0.055555556,0.107744105,0.18013468,0.074074075,0.11784512,0.07659933,0.0513468,0.1053075,0.12973884,0.13310868,0.03959562,0.11878686,0.14995788,0.0758214,0.14490312,0.06402696,0.03875316,0.10623946,0.11720067,0.13743676,0.043001685,0.121416524,0.1618887,0.066610456,0.12478921,0.07419899,0.047217537,0.1257384,0.10042194,0.11476793,0.053164557,0.10632911,0.1578059,0.08776371,0.13248946,0.080168776,0.041350212,0.45264038,0.5532271,0.6957251,0.26823136,0.9178542,0.84660524,0.15088013,0.6496228,0.35624474,0.10896899,0.45721474,0.70889264,0.6669463,0.20134227,0.5872483,0.6291946,0.44043624,0.6669463,0.37751678,0.26426172,0.59193957,0.5373635,0.6549119,0.22670025,0.52057093,0.85642314,0.36523932,0.60453403,0.38203192,0.26028547,0.5252101,0.6680673,0.5966387,0.22268908,0.6386555,0.7268908,0.39915967,0.6806723,0.34453782,0.197479,0.58031964,0.64760303,0.6055509,0.2018503,0.64760303,0.8116064,0.34903282,0.58031964,0.36164844,0.21446593
hsa:4988,0.1234362,0.120934114,0.098415345,0.08090075,0.13761468,0.1292744,0.06422018,0.13094245,0.057547957,0.056713928,0.116026714,0.13522537,0.12687813,0.063439064,0.13021703,0.11769616,0.059265442,0.111853085,0.06594324,0.07345576,0.14369257,0.11946533,0.11528822,0.06349207,0.110275686,0.15371762,0.056808688,0.11612364,0.053467,0.067669176,0.12123746,0.12959866,0.12123746,0.06688963,0.12374582,0.11956522,0.06438127,0.13628763,0.055183947,0.06187291,0.13974896,0.13054393,0.14058578,0.047698744,0.11799163,0.13054393,0.051882844,0.10460251,0.065271966,0.07112971,0.14572865,0.109715246,0.110552765,0.07035176,0.11892797,0.14321607,0.06030151,0.1239531,0.059463985,0.057788946,0.61148083,0.57820296,0.6530782,0.34109816,0.8777038,0.66139764,0.14143094,0.66971713,0.2828619,0.18302828,0.6203164,0.6702748,0.6369692,0.295587,0.64945877,0.52456284,0.3330558,0.72439635,0.2789342,0.26644462,0.7,0.55833334,0.66249996,0.29999998,0.5375,0.6666667,0.30416667,0.6041666,0.325,0.34166667,0.617181,0.6046706,0.49207672,0.40450376,0.6880734,0.64637196,0.32110092,0.65471226,0.28773978,0.28356963,0.58013356,0.67612684,0.63439065,0.31719533,0.65108514,0.5884808,0.2963272,0.55926543,0.3297162,0.36727878
hsa:1268,0.103886925,0.12508833,0.103886925,0.06431095,0.12932862,0.14204948,0.0819788,0.14134276,0.06501767,0.04310954,0.103253186,0.14356436,0.13578501,0.03960396,0.13295615,0.13224894,0.06930693,0.10466761,0.07920792,0.05940594,0.12809625,0.10828026,0.101203114,0.06227884,0.112526536,0.16348195,0.08067941,0.11464968,0.07643312,0.052370843,0.08994334,0.13385269,0.11048159,0.063739374,0.13951841,0.14447592,0.07223796,0.12677054,0.06728046,0.051699717,0.0907158,0.13182141,0.13465627,0.052445073,0.12686038,0.13678242,0.070163004,0.12048193,0.075124025,0.06094968,0.1283688,0.10283688,0.11914894,0.05602837,0.1,0.15460993,0.082269505,0.114184394,0.083687946,0.05886525,0.47602254,0.6029619,0.6911142,0.26798308,0.909732,0.75458395,0.16925247,0.66643155,0.33497885,0.12693936,0.5716302,0.5998589,0.7374735,0.19760057,0.4940014,0.64573044,0.40931547,0.7268878,0.35991532,0.25758645,0.59675145,0.58968925,0.5826271,0.2683616,0.54025424,0.81567794,0.37782487,0.59675145,0.3460452,0.28601694,0.51943463,0.6254417,0.51943463,0.32155478,0.6466431,0.7102474,0.409894,0.7067138,0.32508835,0.2155477,0.5162659,0.7178218,0.67892504,0.1980198,0.66478074,0.6612447,0.34653467,0.5233381,0.3960396,0.2970297
hsa:6915,0.043774318,0.10603113,0.10019455,0.026264591,0.108949415,0.2159533,0.13618676,0.119649805,0.1274319,0.015564202,0.03797468,0.108081795,0.13437195,0.010710808,0.109055504,0.2375852,0.108081795,0.11197663,0.11976631,0.022395326,0.07212476,0.0877193,0.09551657,0.023391813,0.09064327,0.25243664,0.12865497,0.09844054,0.12962963,0.021442495,0.04195122,0.094634145,0.11121951,0.027317073,0.1102439,0.2507317,0.11219512,0.12682927,0.11219512,0.012682927,0.032226562,0.12011719,0.125,0.0126953125,0.11035156,0.24707031,0.107421875,0.11621094,0.10644531,0.022460938,0.074291304,0.08699902,0.08504399,0.028347997,0.08993158,0.26588467,0.12805474,0.08699902,0.12805474,0.026392963,0.16488847,0.48011637,0.67410284,0.10184287,0.70805043,1.1978661,0.45101845,0.5383123,0.63045585,0.053346265,0.24757281,0.592233,0.57766986,0.04854369,0.49514562,1.131068,0.6407767,0.5631068,0.5970874,0.106796116,0.40816325,0.44703597,0.44703597,0.1068999,0.41302234,1.3216715,0.65111756,0.5004859,0.6073858,0.09718173,0.2188716,0.53015566,0.50097275,0.13132295,0.54474705,1.0797665,0.68093383,0.598249,0.63715947,0.07782101,0.18987341,0.54040897,0.67185974,0.053554043,0.54527754,1.187926,0.54040897,0.5598832,0.59883153,0.11197663
